"t / s";"CH1 / V"
0,061;7,47475
0,06105;7,47273
0,0611;7,47273
0,06115;7,47475
0,0612;7,46869
0,06125;7,47273
0,0613;7,47273
0,06135;7,47071
0,0614;7,47071
0,06145;7,46667
0,0615;7,47475
0,06155;7,46869
0,0616;7,47273
0,06165;7,47475
0,0617;7,47475
0,06175;7,47071
0,0618;7,47273
0,06185;7,47273
0,0619;7,47273
0,06195;7,47475
0,062;7,47273
0,06205;7,47273
0,0621;7,47273
0,06215;7,47273
0,0622;7,47475
0,06225;7,47475
0,0623;7,47475
0,06235;7,47879
0,0624;7,47273
0,06245;7,46869
0,0625;7,47273
0,06255;7,47475
0,0626;7,47475
0,06265;7,47273
0,0627;7,47273
0,06275;7,47273
0,0628;7,47273
0,06285;7,47677
0,0629;7,46667
0,06295;7,47475
0,063;7,47273
0,06305;7,47273
0,0631;7,46869
0,06315;7,47071
0,0632;7,47273
0,06325;7,47273
0,0633;7,47475
0,06335;7,47475
0,0634;7,47273
0,06345;7,47273
0,0635;7,47677
0,06355;7,46869
0,0636;7,47071
0,06365;7,47071
0,0637;7,47273
0,06375;7,47879
0,0638;7,47071
0,06385;7,47273
0,0639;7,47475
0,06395;7,47273
0,064;7,47273
0,06405;7,47879
0,0641;7,46667
0,06415;7,47071
0,0642;7,47273
0,06425;7,47475
0,0643;7,47273
0,06435;7,47475
0,0644;7,47879
0,06445;7,47071
0,0645;7,47071
0,06455;7,47273
0,0646;7,47879
0,06465;7,47071
0,0647;7,46869
0,06475;7,47475
0,0648;7,47071
0,06485;7,47273
0,0649;7,47071
0,06495;7,46869
0,065;7,47475
0,06505;7,47071
0,0651;7,47273
0,06515;7,47475
0,0652;7,47677
0,06525;7,47273
0,0653;7,47071
0,06535;7,47475
0,0654;7,47475
0,06545;7,47475
0,0655;7,47273
0,06555;7,47879
0,0656;7,47475
0,06565;7,47071
0,0657;7,47071
0,06575;7,47273
0,0658;7,47071
0,06585;7,47475
0,0659;7,47071
0,06595;7,47677
0,066;7,47879
0,06605;7,47273
0,0661;7,47475
0,06615;7,47273
0,0662;7,47475
0,06625;7,47475
0,0663;7,47071
0,06635;7,47475
0,0664;7,47475
0,06645;7,47273
0,0665;7,47677
0,06655;7,47475
0,0666;7,47475
0,06665;7,47475
0,0667;7,47475
0,06675;7,47475
0,0668;7,47071
0,06685;7,47475
0,0669;7,47677
0,06695;7,47071
0,067;7,47273
0,06705;7,47475
0,0671;7,47475
0,06715;7,47273
0,0672;7,47677
0,06725;7,47071
0,0673;7,47475
0,06735;7,47273
0,0674;7,47273
0,06745;7,47677
0,0675;7,47475
0,06755;7,47879
0,0676;7,47475
0,06765;7,47475
0,0677;7,47677
0,06775;7,47273
0,0678;7,47475
0,06785;7,47475
0,0679;7,47273
0,06795;7,47273
0,068;7,47475
0,06805;7,47273
0,0681;7,47475
0,06815;7,47677
0,0682;7,47475
0,06825;7,47273
0,0683;7,47273
0,06835;7,47273
0,0684;7,47071
0,06845;7,47475
0,0685;7,47475
0,06855;7,47475
0,0686;7,47273
0,06865;7,47475
0,0687;7,47475
0,06875;7,47475
0,0688;7,47273
0,06885;7,47273
0,0689;7,47475
0,06895;7,47475
0,069;7,47071
0,06905;7,47677
0,0691;7,47475
0,06915;7,47475
0,0692;7,47475
0,06925;7,47677
0,0693;7,47475
0,06935;7,47475
0,0694;7,47475
0,06945;7,47475
0,0695;7,47677
0,06955;7,47475
0,0696;7,47071
0,06965;7,47475
0,0697;7,47475
0,06975;7,47677
0,0698;7,47677
0,06985;7,47273
